team,player_id_x,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,snap_counts_defense,player_id_y,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,Year,weighted_grade,weighted_average_grade,merge_player_y
Vikings,00-0029606,302.03496351354363,Vikings,-0.11,33.30%,Harrison Smith,FS,1.3126189320388348,2013.0,harrison smith,harrison smith,harrison smith,578.0,Harrison Smith,MIN,S,529.0,7641.0,8.0,7.0,0.0,0.0,18.0,1.0,49.8,55.1,40.9,64.5,2.0,0.0,12.3,8.0,0.0,1.0,91.5,17.0,390.0,104.0,346.0,22.0,18.0,50.0,3.0,25.0,3.0,159.0,2013.0,29147.9,MISSING,harrison smith
Vikings,00-0029691,165.89288938100736,Vikings,-0.11,33.30%,Josh Robinson,FS,0.5576456310679612,2013.0,josh robinson,josh robinson,josh robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0029575,67.10204906923828,Vikings,-0.11,33.30%,Robert Blanton,SS/S,0.4310380258899676,2013.0,robert blanton,robert blanton,robert blanton,556.0,Robert Blanton,MIN,S,395.0,7136.0,11.0,7.0,0.0,0.0,18.0,0.0,61.6,65.9,36.2,84.6,0.0,0.0,5.8,3.0,0.0,4.0,110.2,25.0,65.0,31.0,284.0,289.0,15.0,42.0,0.0,37.0,2.0,300.0,2013.0,26030.500000000004,MISSING,robert blanton
Vikings,00-0026952,12.509874927864445,Vikings,-0.11,33.30%,Jamarca Sanford,SS/S,1.820388349514563,2013.0,jamarca sanford,jamarca sanford,jamarca sanford,507.0,Jamarca Sanford,MIN,S,793.0,5155.0,13.0,8.0,0.0,2.0,18.0,1.0,69.8,68.4,55.3,64.9,0.0,0.0,13.2,10.0,1.0,1.0,133.2,19.0,590.0,164.0,473.0,31.0,12.0,58.0,0.0,23.0,3.0,149.0,2013.0,54241.2,MISSING,jamarca sanford
Vikings,00-0027914,0.0,Vikings,-0.11,33.30%,Andrew Sendejo,SS/S,0.5636456310679612,2013.0,andrew sendejo,andrew sendejo,andrew sendejo,533.0,Andrew Sendejo,MIN,S,728.0,6118.0,14.0,13.0,0.0,0.0,18.0,0.0,52.7,61.5,52.3,61.3,1.0,0.0,13.3,12.0,2.0,1.0,108.7,20.0,548.0,118.0,464.0,49.0,27.0,65.0,5.0,27.0,3.0,151.0,2013.0,44772.0,MISSING,andrew sendejo
49ers,00-0030548,380.9915689637124,49ers,-0.03,50.00%,Eric Reid,SS,1.449206015037594,2014.0,eric reid,eric reid,eric reid,708.0,Eric Reid,SF,S,879.0,7799.0,15.0,7.0,0.0,0.0,28.0,0.0,61.4,64.2,0.0,72.7,3.0,0.0,12.8,6.0,2.0,6.0,74.2,16.0,728.0,71.0,538.0,74.0,7.0,34.0,0.0,27.0,5.0,147.0,2014.0,56431.8,MISSING,eric reid
49ers,00-0031298,327.03934036142016,49ers,-0.03,50.00%,Jimmie Ward,FS,0.9723218045112784,2014.0,jimmie ward,jimmie ward,jimmie ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0024421,5.781413732999281,49ers,-0.03,50.00%,Antoine Bethea,SS,2.255639097744361,2014.0,antoine bethea,antoine bethea,antoine bethea,618.0,Antoine Bethea,SF,S,1040.0,3152.0,16.0,16.0,0.0,2.0,28.0,0.0,89.6,87.7,89.8,72.7,4.0,1.0,11.6,13.0,3.0,0.0,50.2,24.0,673.0,266.0,644.0,94.0,35.0,83.0,4.0,41.0,1.0,303.0,2014.0,91208.0,MISSING,antoine bethea
49ers,00-0024796,0.0,49ers,-0.03,50.00%,Craig Dahl,SS,0.964912030075188,2014.0,craig dahl,craig dahl,craig dahl,626.0,Craig Dahl,SF,S,182.0,3920.0,12.0,2.0,0.0,0.0,28.0,0.0,58.9,56.0,85.9,55.8,1.0,0.0,16.7,3.0,1.0,1.0,110.0,7.0,139.0,25.0,120.0,13.0,2.0,13.0,0.0,9.0,1.0,99.0,2014.0,10192.0,MISSING,craig dahl
49ers,00-0030767,0.0,49ers,-0.03,50.00%,L.J. McCray,SS,0.3172932330827068,2014.0,lj mccray,lj mccray,lj mccray,756.0,L.J. McCray,SF,S,7.0,9357.0,2.0,0.0,0.0,0.0,28.0,0.0,60.0,59.8,68.9,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,418.6,MISSING,lj mccray
Bears,00-0028031,94.9127452096368,Bears,-0.15,31.30%,Chris Conte,FS,1.1762406015037594,2014.0,chris conte,chris conte,chris conte,677.0,Chris Conte,CHI,S,463.0,6245.0,12.0,4.0,0.0,0.0,6.0,0.0,64.1,67.4,85.9,69.1,3.0,0.0,14.0,7.0,0.0,0.0,109.7,12.0,395.0,38.0,284.0,26.0,1.0,39.0,0.0,18.0,4.0,250.0,2014.0,31206.200000000004,MISSING,chris conte
Bears,00-0031063,81.04727498663136,Bears,-0.15,31.30%,Brock Vereen,FS,0.3893796992481202,2014.0,brock vereen,brock vereen,brock vereen,745.0,Brock Vereen,CHI,S,502.0,8766.0,13.0,5.0,0.0,1.0,6.0,0.0,65.3,63.6,86.0,62.2,1.0,0.0,18.4,7.0,0.0,0.0,8.3,2.0,457.0,25.0,313.0,20.0,1.0,26.0,0.0,5.0,0.0,7.0,2014.0,31927.2,MISSING,brock vereen
Bears,00-0026334,13.349619859157078,Bears,-0.15,31.30%,Ryan Mundy,SS,1.1278195488721805,2014.0,ryan mundy,ryan mundy,ryan mundy,633.0,Ryan Mundy,CHI,S,947.0,4508.0,16.0,22.0,1.0,0.0,6.0,1.0,75.7,75.4,37.5,89.2,4.0,1.0,7.1,8.0,0.0,2.0,75.9,34.0,432.0,354.0,552.0,145.0,32.0,82.0,0.0,50.0,3.0,366.0,2014.0,71403.8,MISSING,ryan mundy
Bears,00-0027422,0.0,Bears,-0.15,31.30%,Danny McCray,SS,0.4743894736842104,2014.0,danny mccray,danny mccray,danny mccray,670.0,Danny McCray,CHI,S,168.0,5929.0,6.0,5.0,0.0,0.0,6.0,1.0,40.5,46.1,82.0,78.4,0.0,0.0,5.6,1.0,0.0,1.0,139.6,4.0,133.0,22.0,104.0,13.0,4.0,12.0,0.0,5.0,2.0,40.0,2014.0,7744.8,MISSING,danny mccray
Bears,00-0028357,0.0,Bears,-0.15,31.30%,Anthony Walters,SS,0.1141090225563909,2014.0,anthony walters,anthony walters,anthony walters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0027887,159.97719490265337,Bengals,0.01,62.50%,Taylor Mays,SS,0.5977443609022556,2014.0,taylor mays,taylor mays,taylor mays,654.0,Taylor Mays,CIN,S,60.0,5574.0,10.0,0.0,0.0,0.0,7.0,0.0,58.4,60.4,78.8,80.6,0.0,0.0,0.0,0.0,0.0,0.0,91.0,4.0,3.0,46.0,41.0,9.0,2.0,2.0,0.0,6.0,0.0,48.0,2014.0,3624.0,MISSING,taylor mays
Bengals,00-0030471,130.5551000931373,Bengals,0.01,62.50%,Shawn Williams,SS,0.4917187969924812,2014.0,shawn williams,shawn williams,shawn williams,715.0,Shawn Williams,CIN,S,27.0,7865.0,10.0,0.0,0.0,0.0,7.0,0.0,62.0,54.0,89.2,23.8,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,14.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,1458.0,MISSING,shawn williams
Bengals,00-0025408,106.60395637101604,Bengals,0.01,62.50%,Reggie Nelson,FS,3.3646616541353382,2014.0,reggie nelson,reggie nelson,reggie nelson,621.0,Reggie Nelson,CIN,S,1170.0,3637.0,17.0,10.0,1.0,0.0,7.0,1.0,82.9,78.2,27.6,73.9,4.0,0.0,10.3,11.0,7.0,4.0,50.0,29.0,705.0,310.0,665.0,131.0,27.0,86.0,5.0,48.0,1.0,292.0,2014.0,91494.0,MISSING,reggie nelson
Bengals,00-0029215,43.376396619258934,Bengals,0.01,62.50%,George Iloka,FS,0.458703007518797,2014.0,george iloka,george iloka,george iloka,690.0,George Iloka,CIN,S,1184.0,7159.0,17.0,12.0,0.0,0.0,7.0,0.0,64.2,69.3,69.1,69.5,3.0,0.0,11.4,9.0,6.0,2.0,42.1,14.0,881.0,203.0,706.0,90.0,13.0,58.0,1.0,33.0,1.0,257.0,2014.0,82051.2,MISSING,george iloka
Bills,00-0027972,225.4076545865423,Bills,0.05,56.30%,Aaron Williams,SS,3.181224812030075,2014.0,aaron williams,aaron williams,aaron williams,673.0,Aaron Williams,BUF,S,901.0,6186.0,15.0,15.0,0.0,0.0,4.0,1.0,62.9,61.2,36.6,59.9,1.0,0.0,13.9,11.0,3.0,3.0,86.9,20.0,575.0,184.0,557.0,132.0,11.0,53.0,3.0,30.0,1.0,231.0,2014.0,55141.2,MISSING,aaron williams
Bills,00-0030073,99.67042314014064,Bills,0.05,56.30%,Duke Williams,FS,0.4605736842105263,2014.0,duke williams,duke williams,duke williams,717.0,Duke Williams,BUF,S,528.0,7887.0,16.0,3.0,0.0,1.0,4.0,1.0,66.5,72.7,84.2,60.4,1.0,0.0,14.9,7.0,1.0,4.0,77.1,20.0,239.0,161.0,329.0,113.0,10.0,37.0,2.0,29.0,0.0,222.0,2014.0,38385.6,MISSING,duke williams
Bills,00-0028038,86.96115654866401,Bills,0.05,56.30%,Da'Norris Searcy,SS,1.166996992481203,2014.0,danorris searcy,danorris searcy,danorris searcy,678.0,Da'Norris Searcy,BUF,S,648.0,6252.0,15.0,10.0,0.0,0.0,4.0,1.0,66.1,75.0,91.6,84.3,3.0,0.0,9.2,6.0,1.0,0.0,21.5,9.0,400.0,150.0,401.0,89.0,17.0,49.0,2.0,19.0,0.0,89.0,2014.0,48600.0,MISSING,danorris searcy
Bills,00-0030084,64.06017270010196,Bills,0.05,56.30%,Jonathan Meeks,FS,0.291972932330827,2014.0,jonathan meeks,jonathan meeks,jonathan meeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0030289,34.43331479402202,Bills,0.05,56.30%,Bacarri Rambo,SS,0.1313578947368421,2014.0,bacarri rambo,bacarri rambo,bacarri rambo,723.0,Bacarri Rambo,BUF,S,128.0,7972.0,6.0,2.0,0.0,0.0,4.0,0.0,30.5,29.8,80.1,26.9,2.0,0.0,20.0,1.0,0.0,0.0,116.7,3.0,89.0,29.0,71.0,9.0,0.0,2.0,0.0,4.0,2.0,155.0,2014.0,3814.4,MISSING,bacarri rambo
Bills,00-0025555,14.308238636770028,Bills,0.05,56.30%,Corey Graham,FS,1.9172932330827068,2014.0,corey graham,corey graham,corey graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0030908,0.0,Bills,0.05,56.30%,Kenny Ladler,SS,0.1763375939849624,2014.0,kenny ladler,kenny ladler,kenny ladler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0027653,191.06275245087585,Broncos,0.18,70.60%,T.J. Ward,SS,2.443609022556391,2014.0,tj ward,tj ward,tj ward,653.0,T.J. Ward,DEN,S,1075.0,5563.0,16.0,14.0,0.0,0.0,10.0,0.0,55.4,63.7,89.7,54.8,2.0,0.0,19.4,20.0,2.0,5.0,99.7,60.0,389.0,495.0,700.0,171.0,31.0,69.0,5.0,84.0,6.0,487.0,2014.0,68477.5,MISSING,tj ward
Broncos,00-0027983,188.71560745578523,Broncos,0.18,70.60%,Rahim Moore,FS,1.0641451127819548,2014.0,rahim moore,rahim moore,rahim moore,674.0,Rahim Moore,DEN,S,1126.0,6197.0,17.0,5.0,0.0,2.0,10.0,1.0,74.0,69.7,91.5,53.1,5.0,0.0,19.4,12.0,2.0,0.0,101.1,17.0,1020.0,62.0,772.0,34.0,10.0,45.0,0.0,22.0,3.0,183.0,2014.0,78482.2,MISSING,rahim moore
Broncos,00-0029563,94.72291160445214,Broncos,0.18,70.60%,Omar Bolden,FS,0.5177496240601505,2014.0,omar bolden,omar bolden,omar bolden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0027083,48.71400559888168,Broncos,0.18,70.60%,David Bruton,SS,1.2406015037593985,2014.0,david bruton,david bruton,david bruton,644.0,David Bruton,DEN,S,228.0,5037.0,9.0,5.0,0.0,2.0,10.0,0.0,78.7,79.1,82.1,85.1,0.0,0.0,0.0,0.0,1.0,1.0,86.0,11.0,143.0,54.0,162.0,28.0,6.0,19.0,1.0,15.0,0.0,82.0,2014.0,18034.8,MISSING,david bruton
Broncos,00-0029143,32.84586805232778,Broncos,0.18,70.60%,Josh Bush,SS,0.0504195488721804,2014.0,josh bush,josh bush,josh bush,694.0,Josh Bush,DEN,S,13.0,7176.0,1.0,1.0,0.0,0.0,10.0,0.0,71.2,76.3,70.1,77.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2014.0,991.9,MISSING,josh bush
Browns,00-0024223,117.25896767695144,Browns,-0.02,43.80%,Donte Whitner,SS,3.195488721804511,2014.0,donte whitner,donte whitner,donte whitner,613.0,Donte Whitner,CLV,S,1152.0,2953.0,16.0,20.0,0.0,2.0,8.0,0.0,70.5,78.1,86.0,72.0,1.0,0.0,12.7,14.0,2.0,0.0,90.7,25.0,706.0,295.0,636.0,132.0,21.0,76.0,1.0,34.0,1.0,243.0,2014.0,89971.2,MISSING,donte whitner
Browns,00-0030114,21.48358651296403,Browns,-0.02,43.80%,Jordan Poyer,FS,0.3721804511278195,2014.0,jordan poyer,jordan poyer,jordan poyer,724.0,Jordan Poyer,CLV,S,116.0,8000.0,9.0,6.0,0.0,0.0,8.0,0.0,65.6,71.3,80.4,73.4,0.0,0.0,7.7,1.0,0.0,0.0,70.1,2.0,64.0,15.0,82.0,32.0,1.0,6.0,0.0,3.0,0.0,8.0,2014.0,8270.8,MISSING,jordan poyer
Browns,00-0028924,0.0,Browns,-0.02,43.80%,Tashaun Gipson,FS,0.4289473684210526,2014.0,tashaun gipson,tashaun gipson,tashaun gipson,698.0,Tashaun Gipson Sr.,CLV,S,772.0,7288.0,11.0,8.0,0.0,1.0,8.0,0.0,79.9,79.2,34.4,64.9,6.0,1.0,12.2,6.0,1.0,2.0,41.9,12.0,522.0,129.0,450.0,110.0,10.0,35.0,3.0,20.0,0.0,141.0,2014.0,61142.4,MISSING,tashaun gipson
Buccaneers,00-0029422,39.390609902636434,Buccaneers,-0.12,12.50%,Keith Tandy,FS,0.4512406015037594,2014.0,keith tandy,keith tandy,keith tandy,691.0,Keith Tandy,TB,S,67.0,7166.0,8.0,0.0,0.0,0.0,30.0,0.0,80.5,82.7,78.1,81.1,1.0,0.0,0.0,0.0,0.0,0.0,2.8,1.0,44.0,9.0,36.0,13.0,0.0,4.0,0.0,3.0,0.0,5.0,2014.0,5540.900000000001,MISSING,keith tandy
Buccaneers,00-0025513,23.261482368855923,Buccaneers,-0.12,12.50%,Dashon Goldson,FS,6.7669172932330826,2014.0,dashon goldson,dashon goldson,dashon goldson,625.0,Dashon Goldson,TB,S,780.0,3742.0,14.0,9.0,1.0,0.0,30.0,1.0,29.9,31.6,89.4,41.5,0.0,0.0,22.2,20.0,0.0,1.0,127.2,23.0,631.0,64.0,452.0,76.0,12.0,61.0,1.0,33.0,2.0,371.0,2014.0,24648.0,MISSING,dashon goldson
Buccaneers,00-0030161,0.0,Buccaneers,-0.12,12.50%,Bradley McDougald,SS,0.3721804511278195,2014.0,bradley mcdougald,bradley mcdougald,bradley mcdougald,730.0,Bradley McDougald,TB,S,445.0,8220.0,14.0,3.0,0.0,0.0,30.0,0.0,71.1,67.8,85.1,56.1,1.0,0.0,21.8,12.0,6.0,0.0,86.9,18.0,244.0,141.0,245.0,43.0,15.0,40.0,1.0,28.0,1.0,230.0,2014.0,30171.0,MISSING,bradley mcdougald
Cardinals,00-0030459,159.01716290228993,Cardinals,0.01,64.70%,Tyrann Mathieu,FS,0.5363015037593984,2014.0,tyrann mathieu,tyrann mathieu,tyrann mathieu,712.0,Tyrann Mathieu,ARZ,S,448.0,7850.0,14.0,4.0,0.0,0.0,1.0,1.0,73.3,68.1,40.1,66.3,1.0,0.0,16.0,8.0,3.0,1.0,93.8,21.0,167.0,143.0,298.0,134.0,18.0,38.0,3.0,29.0,1.0,238.0,2014.0,30508.799999999996,MISSING,tyrann mathieu
Cardinals,00-0027067,62.08858018720172,Cardinals,0.01,64.70%,Rashad Johnson,FS,1.6040097744360902,2014.0,rashad johnson,rashad johnson,rashad johnson,642.0,Rashad Johnson,ARZ,S,1131.0,5018.0,17.0,9.0,0.0,0.0,1.0,2.0,55.2,56.9,89.5,50.8,4.0,2.0,16.7,19.0,2.0,0.0,86.4,33.0,815.0,242.0,704.0,65.0,22.0,86.0,3.0,44.0,1.0,610.0,2014.0,64353.9,MISSING,rashad johnson
Cardinals,00-0027115,27.00654745621469,Cardinals,0.01,64.70%,Chris Clemons,FS,0.0968601503759398,2014.0,chris clemons,chris clemons,chris clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0030294,0.0,Cardinals,0.01,64.70%,Tony Jefferson,SS,0.3747112781954887,2014.0,tony jefferson,tony jefferson,tony jefferson,732.0,Tony Jefferson,ARZ,S,727.0,8361.0,17.0,12.0,0.0,1.0,1.0,0.0,42.0,53.8,86.4,74.7,0.0,0.0,9.8,9.0,1.0,3.0,111.7,27.0,267.0,336.0,395.0,96.0,29.0,71.0,3.0,37.0,2.0,273.0,2014.0,39112.6,MISSING,tony jefferson
Chargers,00-0027988,174.10015454328868,Chargers,0.02,56.30%,Marcus Gilchrist,SS,0.9463157894736842,2014.0,marcus gilchrist,marcus gilchrist,marcus gilchrist,675.0,Marcus Gilchrist,SD,S,987.0,6202.0,16.0,14.0,3.0,2.0,27.0,0.0,58.5,63.2,63.9,90.2,1.0,0.0,4.9,4.0,1.0,7.0,112.1,39.0,206.0,323.0,567.0,437.0,24.0,64.0,6.0,57.0,5.0,425.0,2014.0,62378.4,MISSING,marcus gilchrist
Chargers,00-0025424,78.99543392166731,Chargers,0.02,56.30%,Eric Weddle,FS,7.593984962406015,2014.0,eric weddle,eric weddle,eric weddle,623.0,Eric Weddle,SD,S,1020.0,3653.0,16.0,9.0,0.0,2.0,27.0,0.0,90.0,90.3,43.6,91.1,1.0,0.0,4.2,4.0,4.0,3.0,77.4,26.0,501.0,386.0,575.0,120.0,31.0,82.0,2.0,37.0,0.0,249.0,2014.0,92106.0,MISSING,eric weddle
Chargers,00-0027710,69.40075231786702,Chargers,0.02,56.30%,Darrell Stuckey,FS,0.8750000000000001,2014.0,darrell stuckey,darrell stuckey,darrell stuckey,657.0,Darrell Stuckey,SD,S,173.0,5634.0,12.0,1.0,0.0,0.0,27.0,1.0,62.9,66.6,83.2,53.0,0.0,0.0,9.1,1.0,1.0,0.0,48.3,4.0,99.0,53.0,128.0,18.0,3.0,9.0,1.0,11.0,0.0,42.0,2014.0,11521.8,MISSING,darrell stuckey
Chargers,00-0030312,0.0,Chargers,0.02,56.30%,Jahleel Addae,SS,0.3734330827067669,2014.0,jahleel addae,jahleel addae,jahleel addae,729.0,Jahleel Addae,SD,S,427.0,8117.0,11.0,12.0,0.0,2.0,27.0,1.0,61.6,64.6,85.3,68.0,0.0,0.0,13.7,7.0,1.0,2.0,104.2,10.0,339.0,61.0,288.0,21.0,9.0,32.0,0.0,11.0,0.0,99.0,2014.0,27584.199999999997,MISSING,jahleel addae
Chargers,00-0031404,0.0,Chargers,0.02,56.30%,Adrian Phillips,FS,0.0189473684210526,2014.0,adrian phillips,adrian phillips,adrian phillips,753.0,Adrian Phillips,SD,S,46.0,9177.0,3.0,1.0,0.0,0.0,27.0,0.0,72.4,71.6,76.7,36.5,0.0,0.0,50.0,1.0,1.0,0.0,39.6,0.0,38.0,7.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2014.0,3293.6,MISSING,adrian phillips
Chiefs,00-0027858,446.06446015983187,Chiefs,0.05,56.30%,Eric Berry,FS,8.736616541353383,2014.0,eric berry,eric berry,eric berry,649.0,Eric Berry,KC,S,361.0,5530.0,6.0,8.0,0.0,0.0,16.0,0.0,54.4,58.7,81.9,65.4,0.0,0.0,14.6,7.0,1.0,0.0,116.4,10.0,250.0,68.0,217.0,35.0,9.0,33.0,0.0,14.0,1.0,104.0,2014.0,21190.7,MISSING,eric berry
Chiefs,00-0027835,10.675759195206656,Chiefs,0.05,56.30%,Kurt Coleman,FS,0.4285714285714286,2014.0,kurt coleman,kurt coleman,kurt coleman,662.0,Kurt Coleman,KC,S,391.0,5767.0,15.0,6.0,0.0,1.0,16.0,1.0,75.4,79.2,87.0,81.2,3.0,0.0,7.9,3.0,0.0,0.0,24.0,8.0,301.0,46.0,325.0,40.0,4.0,29.0,0.0,16.0,0.0,76.0,2014.0,30967.2,MISSING,kurt coleman
Chiefs,00-0025940,0.0,Chiefs,0.05,56.30%,Husain Abdullah,FS,0.8496240601503758,2014.0,husain abdullah,husain abdullah,husain abdullah,634.0,Husain Abdullah,KC,S,1025.0,4652.0,16.0,14.0,1.0,0.0,16.0,0.0,80.5,72.7,91.8,76.2,1.0,1.0,10.9,10.0,6.0,3.0,76.0,32.0,298.0,551.0,573.0,155.0,26.0,68.0,2.0,49.0,0.0,329.0,2014.0,74517.5,MISSING,husain abdullah
Chiefs,00-0028445,0.0,Chiefs,0.05,56.30%,Ron Parker,FS,0.4849624060150376,2014.0,ron parker,ron parker,ron parker,683.0,Ron Parker,KC,S,1013.0,6625.0,16.0,6.0,0.0,1.0,16.0,0.0,68.9,63.8,65.7,42.4,1.0,0.0,20.0,22.0,9.0,4.0,93.3,52.0,467.0,123.0,612.0,130.0,14.0,82.0,1.0,84.0,4.0,579.0,2014.0,64629.399999999994,MISSING,ron parker
Chiefs,00-0029107,0.0,Chiefs,0.05,56.30%,Kelcie McCray,SS,0.4285714285714286,2014.0,kelcie mccray,kelcie mccray,kelcie mccray,701.0,Kelcie McCray,KC,S,57.0,7396.0,13.0,3.0,0.0,0.0,16.0,0.0,61.3,54.5,78.0,55.9,0.0,0.0,16.7,1.0,0.0,0.0,112.5,1.0,24.0,22.0,43.0,10.0,0.0,2.0,0.0,1.0,0.0,11.0,2014.0,3106.5,MISSING,kelcie mccray
Chiefs,00-0030665,0.0,Chiefs,0.05,56.30%,Daniel Sorensen,SS,0.167181954887218,2014.0,daniel sorensen,daniel sorensen,daniel sorensen,755.0,Daniel Sorensen,KC,S,31.0,9253.0,2.0,0.0,0.0,0.0,16.0,0.0,63.4,50.6,0.0,23.7,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,23.0,5.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,1568.6,MISSING,daniel sorensen
Colts,00-0027017,134.97023468665023,Colts,0.08,68.40%,Darius Butler,FS,2.255639097744361,2014.0,darius butler,darius butler,darius butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0027232,0.0,Colts,0.08,68.40%,Sergio Brown,FS,1.0526315789473684,2014.0,sergio brown,sergio brown,sergio brown,665.0,Sergio Brown,IND,S,532.0,5803.0,15.0,7.0,0.0,0.0,14.0,1.0,68.8,70.7,81.7,60.3,0.0,0.0,15.4,6.0,4.0,1.0,64.9,14.0,326.0,151.0,305.0,47.0,11.0,26.0,1.0,25.0,0.0,97.0,2014.0,37612.4,MISSING,sergio brown
Colts,00-0026578,0.0,Colts,0.08,68.40%,Colt Anderson,SS,0.4774436090225564,2014.0,colt anderson,colt anderson,colt anderson,647.0,Colt Anderson,IND,S,38.0,5242.0,8.0,0.0,0.0,0.0,14.0,0.0,67.2,66.8,77.4,80.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,21.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,2014.0,2538.4,MISSING,colt anderson
Colts,00-0022247,0.0,Colts,0.08,68.40%,Mike Adams,SS,0.4774436090225564,2014.0,mike adams,mike adams,mike adams,609.0,Mike Adams,IND,S,1222.0,1972.0,19.0,17.0,1.0,2.0,14.0,2.0,85.2,82.2,90.3,74.5,5.0,0.0,11.0,13.0,4.0,2.0,61.1,30.0,877.0,208.0,723.0,116.0,15.0,88.0,2.0,47.0,2.0,352.0,2014.0,100448.4,MISSING,mike adams
Commanders,00-0025411,100.28619439958835,Commanders,-0.16,25.00%,Brandon Meriweather,SS,0.6762488721804512,2014.0,brandon meriweather,brandon meriweather,brandon meriweather,622.0,Brandon Meriweather,WAS,S,597.0,3640.0,10.0,5.0,0.0,3.0,32.0,1.0,43.3,55.4,88.2,66.5,0.0,0.0,12.0,6.0,3.0,1.0,137.8,16.0,275.0,201.0,326.0,102.0,21.0,39.0,3.0,25.0,5.0,257.0,2014.0,33073.799999999996,MISSING,brandon meriweather
Commanders,00-0029297,36.1455300025847,Commanders,-0.16,25.00%,Trenton Robinson,FS,0.4285714285714286,2014.0,trenton robinson,trenton robinson,trenton robinson,692.0,Trenton Robinson,WAS,S,101.0,7170.0,9.0,4.0,0.0,0.0,32.0,0.0,65.4,63.3,81.0,74.4,1.0,0.0,6.3,1.0,0.0,0.0,72.9,7.0,45.0,14.0,75.0,41.0,3.0,11.0,0.0,10.0,0.0,126.0,2014.0,6393.299999999999,MISSING,trenton robinson
Commanders,00-0028942,0.0,Commanders,-0.16,25.00%,Duke Ihenacho,SS,0.4285714285714286,2014.0,duke ihenacho,duke ihenacho,duke ihenacho,699.0,Duke Ihenacho,WAS,S,4.0,7297.0,1.0,0.0,0.0,0.0,32.0,0.0,60.6,60.9,73.9,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,243.6,MISSING,duke ihenacho
Commanders,00-0030423,83.78793424989426,Commanders,-0.16,25.00%,Phillip Thomas,SS,0.167181954887218,2014.0,phillip thomas,phillip thomas,phillip thomas,719.0,Phillip Thomas,WAS,S,271.0,7901.0,6.0,3.0,0.0,0.0,32.0,1.0,38.8,38.3,85.0,31.3,0.0,0.0,25.0,8.0,0.0,0.0,95.6,12.0,88.0,108.0,150.0,71.0,11.0,21.0,0.0,15.0,0.0,104.0,2014.0,10379.3,MISSING,phillip thomas
Commanders,00-0030644,0.0,Commanders,-0.16,25.00%,Akeem Davis,SS,0.1857578947368421,2014.0,akeem davis,akeem davis,akeem davis,752.0,Akeem Davis,WAS,S,5.0,9127.0,2.0,0.0,0.0,0.0,32.0,0.0,61.9,66.6,70.4,79.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2014.0,333.0,MISSING,akeem davis
Cowboys,00-0030543,137.6079833745296,Cowboys,0.13,72.20%,J.J. Wilcox,FS,0.4973812030075188,2014.0,jj wilcox,jj wilcox,jj wilcox,714.0,J.J. Wilcox,DAL,S,1109.0,7861.0,18.0,10.0,1.0,1.0,9.0,2.0,52.8,52.9,68.4,39.5,3.0,0.0,18.3,17.0,1.0,4.0,71.1,22.0,923.0,114.0,681.0,61.0,17.0,66.0,0.0,33.0,2.0,247.0,2014.0,58666.1,MISSING,jj wilcox
