Team,Year,Cap_Space,adjusted_value,snap_counts_defense,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,assists,tackles,tackles_for_loss,stops,interceptions,interception_touchdowns,missed_tackles,pass_break_ups,penalties,declined_penalties,forced_fumbles,fumble_recoveries,receptions,targets,touchdowns,yards,player_game_count,Net EPA,Win %,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,missed_tackle_rate,qb_rating_against
Panthers,2023,6.072572953736654,276.3507050977577,2433.0,1143.0,734.0,1280.0,472.0,46.0,152.0,8.0,48.0,4.0,1.0,41.0,11.0,7.0,1.0,0.0,1.0,62.0,85.0,4.0,587.0,58.0,-0.17,11.80%,59.51428571428572,58.58571428571428,76.95714285714287,48.971428571428575,23.82857142857143,89.52857142857144
Patriots,2023,6.324313612099644,379.8633466942712,2213.0,812.0,831.0,1227.0,320.0,45.0,143.0,9.0,59.0,4.0,0.0,28.0,10.0,3.0,0.0,2.0,2.0,69.0,102.0,3.0,630.0,48.0,-0.12,23.50%,61.35,68.425,80.325,55.06666666666667,17.233333333333334,62.775
Raiders,2023,3.5350017793594306,240.44986482792137,2265.0,1323.0,587.0,1335.0,282.0,30.0,132.0,4.0,38.0,4.0,0.0,25.0,6.0,2.0,2.0,1.0,1.0,52.0,74.0,5.0,582.0,44.0,-0.05,47.10%,65.63333333333333,63.666666666666664,78.83333333333333,62.699999999999996,14.133333333333335,82.16666666666667
Rams,2023,2.8210756227758007,128.42234649075382,2511.0,1489.0,583.0,1615.0,406.0,54.0,155.0,1.0,36.0,5.0,0.0,34.0,12.0,4.0,1.0,3.0,0.0,68.0,112.0,5.0,894.0,53.0,0.04,55.60%,54.675,54.550000000000004,81.875,59.925,13.9,87.0
Ravens,2023,6.32475,632.9547235604565,2851.0,1507.0,530.0,1872.0,697.0,41.0,166.0,9.0,62.0,12.0,1.0,38.0,16.0,6.0,0.0,1.0,0.0,90.0,143.0,8.0,705.0,51.0,0.21,73.70%,78.225,69.325,79.55,50.0,36.4,54.375
Saints,2023,5.1429750889679715,477.3946336291467,2324.0,1187.0,614.0,1401.0,266.0,44.0,129.0,4.0,49.0,7.0,1.0,26.0,8.0,7.0,3.0,2.0,0.0,57.0,85.0,5.0,700.0,50.0,0.08,52.90%,64.3,61.739999999999995,75.66,59.67999999999999,11.14,68.67999999999999
Seahawks,2023,12.550948843416371,344.9529915099428,2639.0,1510.0,615.0,1531.0,393.0,52.0,202.0,9.0,64.0,5.0,0.0,50.0,8.0,6.0,2.0,2.0,1.0,90.0,121.0,5.0,1102.0,46.0,-0.04,52.90%,60.050000000000004,59.4,62.275,47.7,21.549999999999997,99.25
Steelers,2023,6.381688612099643,477.55266462138115,2372.0,1211.0,590.0,1472.0,431.0,57.0,199.0,5.0,50.0,5.0,0.0,34.0,7.0,6.0,1.0,1.0,3.0,105.0,153.0,4.0,1228.0,55.0,-0.03,55.60%,62.21666666666667,63.13333333333333,71.03333333333333,62.666666666666664,11.183333333333332,82.23333333333333
Texans,2023,6.441982651245551,531.8272670191224,3395.0,1985.0,754.0,1985.0,556.0,70.0,240.0,9.0,75.0,5.0,0.0,43.0,14.0,13.0,3.0,5.0,3.0,92.0,136.0,4.0,1079.0,80.0,0.02,57.90%,62.550000000000004,63.325,57.5,61.800000000000004,13.1,70.85
Titans,2023,5.635764234875444,295.63990406460755,2288.0,944.0,800.0,1416.0,500.0,33.0,181.0,4.0,47.0,3.0,0.0,24.0,11.0,4.0,0.0,0.0,0.0,82.0,104.0,4.0,888.0,52.0,-0.07,35.30%,62.32000000000001,63.28333333333333,48.51666666666667,67.25,13.116666666666667,66.05
Vikings,2023,7.815567615658363,405.6594728260702,3302.0,963.0,960.0,1841.0,829.0,67.0,255.0,8.0,99.0,3.0,0.0,39.0,10.0,2.0,1.0,10.0,1.0,179.0,224.0,7.0,1563.0,52.0,-0.02,41.20%,65.925,69.4,79.025,68.1,8.175,71.125
49ers,2024,4.060507439310885,245.4958640833861,2145.0,1267.0,585.0,1190.0,214.0,52.0,149.0,7.0,45.0,2.0,0.0,31.0,13.0,4.0,2.0,0.0,0.0,38.0,67.0,6.0,449.0,51.0,0.02174647007,35.30%,61.8,64.02000000000001,55.8,63.96,11.040000000000001,84.58000000000001
Bears,2024,4.902635865309318,413.67279947203167,1777.0,988.0,604.0,976.0,150.0,56.0,159.0,6.0,45.0,3.0,0.0,23.0,6.0,3.0,1.0,3.0,4.0,54.0,71.0,6.0,663.0,32.0,-0.08766408568,29.40%,59.300000000000004,67.93333333333334,65.83333333333333,71.0,11.266666666666666,95.2
Bengals,2024,4.147884886452624,247.26771805270778,2282.0,1230.0,749.0,1369.0,176.0,49.0,134.0,2.0,36.0,6.0,1.0,32.0,5.0,2.0,0.0,1.0,3.0,55.0,74.0,6.0,650.0,56.0,0.04236154557,52.90%,58.720000000000006,60.720000000000006,78.2,47.65,14.299999999999999,69.58
Bills,2024,2.167670321064996,336.6916239169431,2379.0,1287.0,821.0,1419.0,207.0,46.0,187.0,7.0,42.0,5.0,0.0,27.0,6.0,6.0,2.0,1.0,1.0,51.0,75.0,6.0,641.0,49.0,0.1922816216,75.00%,49.825,57.5,87.15,72.725,8.525,89.325
Broncos,2024,3.4536617071260767,206.72741464692427,2409.0,1350.0,675.0,1522.0,267.0,44.0,173.0,5.0,50.0,3.0,0.0,28.0,8.0,6.0,0.0,2.0,1.0,66.0,99.0,6.0,683.0,56.0,0.1355160561,55.60%,59.32000000000001,61.1,60.2,64.56,15.7,81.46000000000001
Browns,2024,4.249543069694597,268.39686769745595,2500.0,1066.0,832.0,1391.0,431.0,50.0,187.0,11.0,66.0,0.0,0.0,39.0,11.0,2.0,0.0,0.0,2.0,78.0,111.0,8.0,849.0,66.0,-0.1797469028,17.70%,59.160000000000004,62.9,76.25,56.2,17.46,93.60000000000001
Buccaneers,2024,6.505519185591229,439.0222413290461,2571.0,1267.0,738.0,1639.0,414.0,64.0,183.0,6.0,54.0,1.0,0.0,37.0,7.0,6.0,1.0,0.0,2.0,91.0,124.0,8.0,995.0,58.0,0.1051836178,55.60%,58.53333333333333,63.68333333333334,67.7,70.2,8.85,101.83333333333333
Cardinals,2024,14.374312059514487,293.7330847653772,2294.0,901.0,996.0,1326.0,363.0,68.0,228.0,15.0,78.0,0.0,0.0,40.0,7.0,2.0,0.0,2.0,2.0,88.0,110.0,6.0,918.0,52.0,0.01573369863,47.10%,62.839999999999996,65.88,80.06,68.15,8.725,89.84
Chargers,2024,9.177420125293656,427.907276711751,2865.0,1480.0,702.0,1766.0,514.0,53.0,205.0,15.0,69.0,3.0,0.0,37.0,9.0,10.0,0.0,2.0,3.0,94.0,135.0,8.0,994.0,62.0,0.08650381147,61.10%,62.1,66.2,53.43333333333334,67.66666666666667,11.016666666666666,102.23333333333333
Chiefs,2024,6.685297963978074,321.608954272059,2608.0,1117.0,1009.0,1642.0,359.0,40.0,182.0,9.0,59.0,7.0,0.0,16.0,4.0,5.0,0.0,0.0,0.0,91.0,126.0,7.0,1094.0,55.0,0.0383547092,85.00%,66.45,69.15,67.3,82.7,4.425000000000001,93.6
Colts,2024,3.3710121378230227,311.0308743351622,2341.0,1364.0,663.0,1287.0,240.0,46.0,185.0,7.0,50.0,6.0,0.0,34.0,3.0,2.0,0.0,1.0,1.0,58.0,81.0,8.0,654.0,51.0,-0.06411872932,47.10%,65.2,56.925,75.9,55.8,35.075,49.3
Commanders,2024,4.760575176194205,306.1947640099844,1735.0,571.0,709.0,951.0,280.0,49.0,131.0,7.0,47.0,2.0,0.0,22.0,4.0,3.0,0.0,0.0,2.0,64.0,78.0,8.0,649.0,48.0,0.1328873341,70.00%,55.775,56.220000000000006,71.03999999999999,55.175,34.9,99.24
Cowboys,2024,5.3132498042286604,137.7144992742191,2197.0,1172.0,679.0,1228.0,212.0,40.0,127.0,4.0,48.0,3.0,0.0,25.0,7.0,3.0,0.0,2.0,1.0,52.0,70.0,10.0,648.0,54.0,-0.1874393508,41.20%,59.85,58.8,53.125,57.0,15.4,82.5
Dolphins,2024,4.130528974158183,276.8417616838453,1904.0,1046.0,541.0,1175.0,226.0,43.0,125.0,2.0,31.0,0.0,0.0,25.0,6.0,4.0,0.0,1.0,0.0,50.0,76.0,6.0,600.0,45.0,-0.03099899621,47.10%,57.575,56.75,46.725,56.7,13.350000000000001,74.425
Eagles,2024,3.9008653093187156,259.86656547220616,2233.0,1606.0,449.0,1449.0,160.0,39.0,128.0,4.0,39.0,11.0,1.0,32.0,9.0,4.0,0.0,1.0,2.0,68.0,92.0,10.0,725.0,45.0,0.2151322403,85.70%,79.7,79.03333333333335,72.7,47.03333333333333,21.599999999999998,78.66666666666667
Falcons,2024,7.752250195771339,328.9533954697029,2277.0,1415.0,582.0,1404.0,246.0,36.0,138.0,5.0,47.0,6.0,1.0,35.0,11.0,2.0,0.0,4.0,1.0,61.0,89.0,9.0,634.0,44.0,-0.03880498761,47.10%,61.56666666666666,59.26666666666667,52.36666666666667,48.06666666666666,19.400000000000002,97.33333333333333
Giants,2024,2.338670321064996,362.05362949398165,2247.0,1223.0,706.0,1260.0,236.0,57.0,170.0,5.0,47.0,1.0,0.0,29.0,7.0,4.0,1.0,1.0,1.0,61.0,81.0,7.0,701.0,45.0,-0.1729829461,17.70%,57.475,62.625,83.025,69.725,8.45,89.975
Jaguars,2024,4.801642129992169,424.7638268925249,2679.0,1604.0,636.0,1644.0,334.0,35.0,161.0,4.0,33.0,2.0,0.0,27.0,12.0,6.0,0.0,0.0,0.0,71.0,113.0,8.0,1014.0,59.0,-0.155612123,23.50%,55.739999999999995,57.6,58.279999999999994,63.879999999999995,13.76,76.34
Jets,2024,1.678740015661707,185.36420916238453,1733.0,711.0,739.0,977.0,232.0,50.0,120.0,6.0,35.0,3.0,0.0,23.0,6.0,9.0,1.0,1.0,1.0,50.0,69.0,6.0,527.0,39.0,-0.02455557428,29.40%,60.13333333333333,62.76666666666667,56.26666666666667,63.9,11.333333333333334,97.33333333333333
Lions,2024,1.2965947533281126,356.1487563414318,2140.0,945.0,641.0,1403.0,424.0,31.0,172.0,13.0,62.0,13.0,1.0,24.0,13.0,11.0,1.0,2.0,0.0,68.0,108.0,5.0,760.0,35.0,0.2197285648,83.30%,84.44999999999999,87.05000000000001,47.2,72.9,10.0,72.55
Packers,2024,4.758647611589663,558.3568069378889,2672.0,1355.0,662.0,1635.0,547.0,52.0,175.0,4.0,55.0,10.0,0.0,24.0,8.0,3.0,0.0,1.0,2.0,89.0,121.0,6.0,975.0,57.0,0.1652537339,61.10%,69.76666666666667,71.18333333333334,75.05,72.86,9.48,46.06666666666666
Panthers,2024,5.461694596711041,40.5748393047295,2520.0,1407.0,672.0,1296.0,367.0,62.0,181.0,3.0,41.0,4.0,0.0,34.0,3.0,5.0,0.0,1.0,0.0,73.0,98.0,12.0,827.0,41.0,-0.2237786502,29.40%,55.620000000000005,57.279999999999994,69.78,63.474999999999994,13.7,94.47999999999999
Patriots,2024,6.944236491777604,344.8779104885359,2136.0,818.0,815.0,1191.0,279.0,46.0,142.0,10.0,50.0,1.0,0.0,24.0,4.0,3.0,0.0,2.0,0.0,64.0,88.0,8.0,643.0,58.0,-0.1598290139,23.50%,60.42,65.72,83.0,71.08,7.859999999999999,87.24000000000001
Raiders,2024,5.461377838684418,235.20734163553806,2418.0,1237.0,683.0,1424.0,324.0,53.0,168.0,7.0,56.0,3.0,0.0,31.0,8.0,1.0,0.0,2.0,3.0,86.0,116.0,8.0,977.0,50.0,-0.1373166516,23.50%,54.975,61.725,80.14999999999999,60.150000000000006,14.625,97.275
Rams,2024,3.307873531714957,193.2546469749795,3387.0,1658.0,840.0,2076.0,785.0,73.0,245.0,2.0,69.0,9.0,2.0,42.0,14.0,16.0,5.0,2.0,1.0,125.0,177.0,14.0,1408.0,75.0,-0.04232456626,57.90%,69.56,71.0,49.60000000000001,67.34,10.959999999999999,90.9
Ravens,2024,11.116423257635082,555.6734349980603,2614.0,1253.0,714.0,1727.0,512.0,39.0,174.0,6.0,68.0,3.0,0.0,34.0,13.0,4.0,1.0,3.0,2.0,102.0,143.0,10.0,1011.0,56.0,0.269860976,68.40%,66.17999999999999,68.84,70.64,63.120000000000005,13.8,70.0
Saints,2024,4.643941268598277,190.69233561471395,2465.0,1331.0,677.0,1523.0,254.0,34.0,151.0,5.0,38.0,6.0,0.0,29.0,5.0,2.0,0.0,4.0,1.0,55.0,85.0,3.0,799.0,54.0,-0.08437242371,29.40%,56.6,57.125,79.75,56.475,18.625,82.775
Seahawks,2024,5.227237666405638,166.83999331783892,1844.0,1003.0,504.0,1088.0,262.0,32.0,139.0,3.0,49.0,3.0,0.0,26.0,7.0,1.0,1.0,3.0,2.0,70.0,96.0,8.0,779.0,49.0,-0.01655071719,58.80%,61.29999999999999,60.21666666666667,78.61666666666666,54.4,18.18,79.61666666666666
Steelers,2024,11.759631949882536,280.4726377970091,2383.0,1262.0,598.0,1429.0,384.0,58.0,196.0,6.0,53.0,3.0,0.0,15.0,9.0,5.0,2.0,2.0,3.0,90.0,123.0,9.0,1017.0,57.0,-0.01722587637,55.60%,61.15,68.15,67.325,81.1,4.225,85.25
Texans,2024,6.056137039937353,559.9217663521534,3285.0,1535.0,761.0,2012.0,888.0,56.0,199.0,13.0,63.0,10.0,2.0,39.0,19.0,12.0,2.0,1.0,1.0,121.0,184.0,14.0,1410.0,72.0,0.0006868162663,57.90%,56.46666666666667,59.86666666666667,64.93333333333334,67.64999999999999,8.816666666666666,67.88333333333334
Titans,2024,5.650344166014095,65.26722454689934,1656.0,1039.0,409.0,922.0,149.0,26.0,120.0,4.0,40.0,5.0,0.0,12.0,3.0,3.0,0.0,2.0,0.0,43.0,63.0,5.0,388.0,36.0,-0.1290081858,17.70%,66.25,67.975,82.125,77.6,4.775,71.325
Vikings,2024,5.613287783868442,104.46575694130908,3148.0,1394.0,909.0,1976.0,556.0,66.0,224.0,6.0,69.0,8.0,0.0,26.0,12.0,3.0,0.0,1.0,3.0,126.0,175.0,8.0,1451.0,53.0,0.111098585,77.80%,58.699999999999996,64.83333333333333,76.76666666666667,76.73333333333333,8.466666666666667,92.56666666666666
